"PitcherId","Pitcher"
"1000050067","Padysak, Daniel"
"1000099325","Towle, Ryan"
"1000075578","Hoopingarner, Ethan"
"1000013585","Bacica, Michael"
"1000051383","Corbett, Kaleb"
"1000055485","Aronson, Matt"
"1000056600","Spitzbarth, Tyle"
"1000049451","Garrett, Cole"
"1000105912","Alejo, Randall"
"8882270","Ramsey, Ryan"
"1000093559","Phillips, Riley"
"1000069447","Galvan, Alex"
"1000056284","Faello, Mark "
"1000105764","Roche, Kyle"
"1000078994","Sarcone, Trystan"
"1000062682","Mendel, Marc"
"1000105765","Smith, Ryan"
"1000037066","Hattrup, Anthony"
"1000105898","Murray, Justin"
"1000105899","Pazulski, Bryan"
"1000073061","Gaffney, Brian"
"1000105759","Hogan, Sean"
"1000078097","Wood, Logan"
"8896068","Achuff, Chase"
"1000105763","Picard, Coleman"
"1000023164","Lajoie, Josh"
"1000105895","Dee, Ryan"
"1000033496","Mozzicato, Anthony"
"1000024577","Pandya, Rasesh"
"1000078488","Gibbs, Ben"
"1000105805","Burrows, Jared"
"1000105913","Leake, Henry"
"1000093144","Bradley, Gage"
"1000105793","Sabia, Dylan"
"1000026792","Hegarty, Daniel"
"1000074644","Klitenic, Clark"
"1000025879","Theis, Alex "
"1000024665","Dana, Beau "
"1000100622","Austin, Channing"
"8891002","McCarthy, Oliver"
"1000093536","Brady, Sam"
"1000013802","Vanderhei, Ryan"
"1000036990","Siverling, Matthew"
"1000078617","Greer, Will"
"1000085795","Boucher, Adam"
"1000025498","Aldrich, Jack"
"1000054605","Weeks, Jack"
"1125050","Berry, Jake"
"1000107896","Ciccone, Jacob "
"1000080750","Besser , Grant "
"1000105851","Willeman, Landon"
"1000105859","Bryant, Alex"
"1000024753","Steckline, Ryan"
"1000098364","West, John"
"1000024443","Hinchliffe, Gavin "
"1000105840","Alexy, Richard"
"1000064651","Corporan, Emmanuel"
"1000013223","Sullivan, William"
"1000054613","Tonas, Angelo"
"1000105758","Farinelli, Michael"
"1000105865","Marshall, Luke"
"1000105867","Steinhauer, Ryan"
"10018932","Driver, Jay"
"1000024564","Moxey, Todd"
"1000105809","Niman, Dominic"
"1000024713","Whitten, Cody"
"1000101254","McLain, Nathan"
"1000105901","Gamelin, Shaun"
"1000074559","Kuehler, Cade"
"1000052069","Balboni, Thomas"
"1000105838","Hummer, Kevin"
"1000028181","Balducci, Antonio"
"1000026678","MacCauley, John"
"1000076021","Kelly, Jonathan"
"1000080432","Emus, Jackson"
"1000051300","Hollis, Caleb"
"8885904","Chappell, Zach"
"1000054611","Willis, Michael "
"1000067380","Sashin, James "
"1000099938","McDermott, Myles"
"8890814","Lepard, Taylor "
"1000054608","Redfern, Anthony"
"1000034874","Allegretti, Christian"
"1000105756","Fahey, Jimmy"
"1000054419","Brown, Josh"
"1000105760","Jensen, Noah"
"1000099329","Lommel, Cade"
"1000051565","Bye, Cameron"
"1000055896","Niznik, Noah"
"1000105810","Ryan, Joseph"
"1000062691","Baker, Bowen"
"1000060506","Wallace, Jack"
"1000078530","Hubbell, Aaron"
"1000106573","Sebastyanski, Kyle"
"1000105896","Martin, Drew"
